dataset_name,ACF,BN,BOSS,BoP,C45,CID_DTW,DDTW_R1_1NN,DDTW_Rn_1NN,DD_DTW,DTD_C,DTW_F,DTW_R1_1NN,DTW_Rn_1NN,EE,ERP_1NN,Euclidean_1NN,FS,Flat-COTE,HIVE-COTE,LCSS_1NN,LPS,LS,MLP,MSM_1NN,NB,PS,RandF,RotF,SAXVSM,ST,SVML,SVMQ,Sig_LGBM,Sig_LR,Sig_kNN,TSBF,TSF,TWE_1NN,WDDTW_1NN,WDTW_1NN
Trace,1.0,0.82,1.0,0.97,0.79,0.99,1.0,0.99,1.0,0.99,1.0,1.0,0.99,0.99,0.95,0.76,1.0,1.0,1.0,0.97,0.98,1.0,0.84,0.93,0.8,0.95,0.78,0.93,1.0,1.0,0.73,0.82,1.0,1.0,0.73,0.98,0.99,0.99,1.0,1.0
TwoPatterns,0.414,0.46275,0.993,0.9420000000000001,0.65125,0.99825,0.9975,0.99675,1.0,0.9995,1.0,1.0,0.9985,1.0,1.0,0.90675,0.90825,1.0,1.0,0.99925,0.982,0.99325,0.91075,0.9990000000000001,0.457,0.46575,0.858,0.9279999999999999,0.8745,0.955,0.82175,0.87425,0.9985,1.0,0.91975,0.97625,0.99125,0.9985,0.9975,1.0
UWaveGestureLibraryAll,0.532104969,0.890563931,0.9388609720000001,,0.784198772,0.963428252,0.849246231,0.927135678,0.935231714,0.9377442770000001,0.965661642,0.891680625,0.962311558,0.968453378,0.953657175,0.9480737020000001,0.788666,0.9642657729999999,0.968453378,0.9589614740000001,0.965940815,0.9533780009999999,0.931602457,0.963149079,0.890563931,0.6602456729999999,0.938581798,0.944444444,0.798994975,0.942211055,0.893914015,0.935790061,0.9369067560022334,0.9078726968174204,0.8299832495812395,0.9262981570000001,0.9572864320000001,0.952819654,0.93718593,0.9662199890000001
UWaveGestureLibraryX,0.47292015600000004,0.6694584029999999,0.7621440540000001,0.597710776,0.601340034,0.789782245,0.676996092,0.7414852040000001,0.7791736459999999,0.774706868,0.801507538,0.7275265209999999,0.7744276940000001,0.805415969,0.7713567840000001,0.739251815,0.694584,0.8218872140000001,0.8397543270000001,0.7713567840000001,0.829145729,0.791178113,0.747906198,0.769123395,0.665270798,0.448073702,0.7621440540000001,0.782802903,0.529034059,0.802903406,0.658570631,0.718592965,0.7763819095477387,0.7632607481853713,0.6909547738693468,0.830820771,0.804020101,0.7713567840000001,0.74427694,0.7744276940000001
UWaveGestureLibraryY,0.48185371299999996,0.584589615,0.685092127,0.531825796,0.5630932439999999,0.722501396,0.5840312670000001,0.6627582360000001,0.715801228,0.698492462,0.702959241,0.63400335,0.701842546,0.7255723059999999,0.678950307,0.661641541,0.595757,0.7585147959999999,0.765494137,0.691792295,0.760748185,0.702959241,0.664154104,0.701842546,0.555834729,0.446677834,0.69374651,0.71440536,0.411781128,0.7303182579999999,0.627582356,0.626186488,0.7035175879396985,0.675321049692909,0.6348408710217756,0.736180905,0.727247348,0.6848129540000001,0.6591289779999999,0.693188163
UWaveGestureLibraryZ,0.476828587,0.5734226689999999,0.694863205,0.556113903,0.5734226689999999,0.706309324,0.577051926,0.676996092,0.696259073,0.6792294809999999,0.7319933000000001,0.658291457,0.675041876,0.72361809,0.686767169,0.649637074,0.638191,0.75041876,0.783082077,0.688721385,0.768285874,0.746789503,0.675600223,0.6998883309999999,0.5633724179999999,0.466219989,0.7199888329999999,0.72278057,0.491624791,0.748464545,0.614461195,0.654941374,0.7091010608598548,0.6959798994974874,0.6211613623673925,0.7724734790000001,0.742881072,0.6836962590000001,0.678950307,0.675879397
Wafer,0.9959441920000001,0.957657365,0.9948085659999999,0.995619727,0.981992213,0.9943218690000001,0.977774173,0.997079818,0.9798831929999999,0.9925373129999999,0.996593121,0.9798831929999999,0.9959441920000001,0.997404283,0.99513303,0.995457495,0.996755,0.999837768,0.999351071,0.9897793640000001,0.997404283,0.996106424,0.9639844259999999,0.997404283,0.7084685270000001,0.99513303,0.993510707,0.994484101,0.9990266059999999,1.0,0.959928618,0.994159637,0.9892926670992862,0.9904282933160286,0.990914990266061,0.99513303,0.996106424,0.995619727,0.997404283,0.997079818
Wine,0.703703704,0.611111111,0.740740741,0.759259259,0.685185185,0.611111111,0.518518519,0.537037037,0.574074074,0.611111111,0.703703704,0.574074074,0.611111111,0.574074074,0.611111111,0.611111111,0.759259,0.648148148,0.7777777779999999,0.481481481,0.62962963,0.5,0.944444444,0.592592593,0.574074074,0.481481481,0.740740741,0.944444444,0.962962963,0.796296296,0.833333333,0.759259259,0.5740740740740741,0.7962962962962963,0.5925925925925926,0.611111111,0.62962963,0.574074074,0.518518519,0.574074074
WordSynonyms,0.36520376200000004,0.25078369899999997,0.637931034,0.5156739810000001,0.380877743,0.757053292,0.680250784,0.731974922,0.7304075240000001,0.7304075240000001,0.673981191,0.648902821,0.7492163009999999,0.778996865,0.681818182,0.617554859,0.43103400000000003,0.757053292,0.738244514,0.757053292,0.755485893,0.6065830720000001,0.537617555,0.763322884,0.476489028,0.37460815,0.570532915,0.598746082,0.49059561100000004,0.570532915,0.512539185,0.565830721,0.5156739811912225,0.6347962382445141,0.5047021943573667,0.6880877740000001,0.647335423,0.7492163009999999,0.731974922,0.744514107
Worms,0.753246753,0.44155844200000005,0.558441558,0.5324675320000001,0.40259740299999996,0.61038961,0.5844155839999999,0.649350649,0.5844155839999999,0.649350649,0.5324675320000001,0.5844155839999999,0.5324675320000001,0.662337662,0.558441558,0.454545455,0.649351,0.623376623,0.558441558,0.597402597,0.7012987009999999,0.61038961,0.415584416,0.571428571,0.38961039,0.688311688,0.545454545,0.61038961,0.558441558,0.74025974,0.38961039,0.428571429,0.5974025974025974,0.5324675324675324,0.4675324675324675,0.688311688,0.61038961,0.571428571,0.5844155839999999,0.5324675320000001
WormsTwoClass,0.7662337659999999,0.571428571,0.8311688309999999,0.636363636,0.558441558,0.675324675,0.636363636,0.688311688,0.649350649,0.623376623,0.7012987009999999,0.623376623,0.5844155839999999,0.688311688,0.649350649,0.61038961,0.727273,0.805194805,0.7792207790000001,0.649350649,0.753246753,0.727272727,0.597402597,0.675324675,0.519480519,0.818181818,0.636363636,0.688311688,0.7142857140000001,0.8311688309999999,0.49350649399999996,0.571428571,0.5194805194805194,0.5974025974025974,0.5584415584415584,0.753246753,0.623376623,0.61038961,0.636363636,0.571428571
Yoga,0.75,0.606,0.918333333,0.8320000000000001,0.684333333,0.8440000000000001,0.82,0.828666667,0.856,0.856,0.8683333329999999,0.836666667,0.843,0.879,0.847,0.830333333,0.695,0.8766666670000001,0.917666667,0.8603333329999999,0.8690000000000001,0.834333333,0.820666667,0.8653333329999999,0.542333333,0.695333333,0.814666667,0.824333333,0.84,0.817666667,0.5720000000000001,0.7859999999999999,0.7896666666666666,0.7959999999999999,0.7743333333333333,0.819333333,0.8593333329999999,0.872,0.84,0.853
